,出发地 , 目的地,价格 ,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式 ,回程时间
3823,上海,沈阳,1440,396,上海-沈阳3天2晚 | 入住沈阳天文酒店 + 深圳航空/春秋航空往返机票,沈阳天文酒店 舒适型 4.7分/5分,特惠大床房[无早] 大床 不含早 1间2晚,深圳航空 ZH9722,直飞,21:10-23:40,春秋航空 9C8850,直飞,16:15-18:30
3824,重庆,天津,1226,356,重庆-天津3天2晚 | 入住天津银河大酒店 + 华夏航空往返机票,天津银河大酒店 4.1分/5分,C座舒适标准间(双床) 双床 不含早 1间2晚,华夏航空 G52655,经停,19:55-23:45,华夏航空 G52656,经停,17:25-22:10
3825,成都,三亚,1656,518,成都-三亚3天2晚 | 入住三亚美度酒店 + 祥鹏航空/成都航空往返机票,三亚美度酒店 舒适型 4.3分/5分,豪华双标房(预付促销)... 双床 不含早 1间2晚,祥鹏航空 8L9607,直飞,08:00-10:35,成都航空 EU2208,直飞,23:20-01:55
3826,大连,湘西,2631,594,大连-湘西3天2晚 | 入住久栖·凤凰尘埃落定私享家禅院 + 吉祥航空/东方航空...,久栖·凤凰尘埃落定私享家禅院 舒适型 4.7分/5分,凭栏(大床) 大床 不含早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,东方航空 MU4032,经停,15:40-19:55
3827,广州,长春,2863,794,广州-长春3天2晚 | 入住长春龙金嘉酒店 + 南方航空往返机票,长春龙金嘉酒店 舒适型 4.5分/5分,大床房（无窗） 大床 大床 双早 1间2晚,南方航空 CZ6276,直飞,09:25-13:30,南方航空 CZ6275,直飞,14:15-18:40
3828,广州,西宁,3593,984,广州-西宁3天2晚 | 入住西宁维斯汀酒店 + 南方航空往返机票,西宁维斯汀酒店 舒适型 4.2分/5分,雅致标间(双床) 双床 双早 1间2晚,南方航空 CZ3249,直飞,06:30-10:10,南方航空 CZ3130,经停,13:55-18:40
3829,上海,黄山,1249,404,上海-黄山3天2晚 | 入住黄山金沙酒店 + 东方航空/上海航空往返机票,黄山金沙酒店 舒适型 4.4分/5分,商务双人房[含早] 其他 双早 1间2晚,东方航空 MU9265,直飞,12:40-13:55,上海航空 FM9266,直飞,22:35-23:40
3830,北京,丽江,1916,512,北京-丽江3天2晚 | 入住丽江古城微色客栈 + 首都航空往返机票,丽江古城微色客栈 经济型 4.8分/5分,（102）邂逅-精致大... 大床 不含早 1间2晚,首都航空 JD5215,直飞,21:30-01:05,首都航空 JD5182,直飞,06:05-09:25
3831,杭州,九寨沟,1856,532,杭州-九寨沟3天2晚 | 入住松潘天马大酒店 + 成都航空/长龙航空往返机票,松潘天马大酒店 舒适型 3.2分/5分,豪华标准间-不含早 双床 不含早 1间2晚,成都航空 EU2206,经停,20:30-01:00,长龙航空 GJ8680,经停,20:25-00:50
3832,哈尔滨,天津,1026,334,哈尔滨-天津3天2晚 | 入住天津双鹿大厦 + 海南航空/福州往返机票,天津双鹿大厦 3.6分/5分,数字大床房(预付) 大床 单早 1间2晚,海南航空 HU7726,直飞,16:25-18:30,福州 FU6555,直飞,21:40-23:40
3833,济南,哈尔滨,1153,382,济南-哈尔滨3天2晚 | 入住哈尔滨卓琳酒店会展中心店 + 深圳航空/四川航空往...,哈尔滨卓琳酒店会展中心店 舒适型 4.5分/5分,标准大床间(内宾) 大床 双早 1间2晚,深圳航空 ZH9090,直飞,21:30-23:45,四川航空 3U8844,直飞,20:15-22:35
3834,大连,青岛,1072,321,大连-青岛3天2晚 | 入住青岛国敦大酒店 + 山东航空往返机票,青岛国敦大酒店 4.2分/5分,高级双床客房(内宾) 其他 不含早 1间2晚,山东航空 SC4742,直飞,22:55-23:50,山东航空 SC4627,直飞,07:05-08:05
3835,南京,西宁,1998,460,南京-西宁3天2晚 | 入住西宁徽泰大酒店 + 海南航空/东方航空往返机票,西宁徽泰大酒店 舒适型 4.1分/5分,特惠大床房（无窗）-含... 大床 双早 1间2晚,海南航空 HU7592,经停,16:55-21:20,东方航空 MU2760,经停,12:50-17:10
3836,深圳,西安,1964,498,深圳-西安3天2晚 | 入住亚朵酒店西安大雁塔店 + 海南航空/东海往返机票,亚朵酒店西安大雁塔店 舒适型 4.8分/5分,高级大床房 大床 不含早 1间2晚,海南航空 HU7784,直飞,06:45-09:25,东海 DZ6232,经停,15:10-19:55
3837,天津,西安,862,332,天津-西安3天2晚 | 入住西安申鹏国际商务酒店东大街机场大巴店 + 奥凯航空/...,西安申鹏国际商务酒店东大街机场大巴店 4.0分/5分,经济标准间(预付价格)... 双床 不含早 1间2晚,奥凯航空 BK2884,直飞,22:30-00:40,天津航空 GS7876,直飞,23:10-01:00
3838,杭州,桂林,1427,416,杭州-桂林3天2晚 | 入住Q居桂林有间客栈 + 中国国航/山东航空往返机票,Q居桂林有间客栈 经济型 4.6分/5分,标准双人房-【Q居特惠... 双床 不含早 1间2晚,中国国航 CA1797,直飞,15:55-18:20,山东航空 SC8814,直飞,13:55-15:55
3839,成都,哈尔滨,1863,460,成都-哈尔滨3天2晚 | 入住哈尔滨百祥假日宾馆哈东站桦树街店 + 南方航空/西...,哈尔滨百祥假日宾馆哈东站桦树街店 舒适型 4.3分/5分,商务标准间 双床 双床 单早 1间2晚,南方航空 CZ6256,经停,19:05-00:50,西藏航空 TV9926,经停,12:15-19:05
3840,青岛,海口,1815,464,青岛-海口3天2晚 | 入住海口西柠假日酒店 + 青岛航/山东航空往返机票,海口西柠假日酒店 高档型 4.4分/5分,豪华房_两天优惠 大/双床 不含早 1间2晚,青岛航 QW9785,经停,06:45-13:05,山东航空 SC4884,经停,19:05-00:05
3841,成都,杭州,,472,成都-杭州3天2晚 | 入住千岛湖外高桥大酒店 + 长龙航空/厦门航空往返机票,千岛湖外高桥大酒店 4.1分/5分,标准房(预付)(双床) 双床 双早 1间2晚,长龙航空 GJ8680,经停,20:25-00:50,厦门航空 MF8423,直飞,08:10-11:05
3842,广州,大连,2390,518,广州-大连3天2晚 | 入住大连星海假日酒店 + 海南航空/深圳航空往返机票,大连星海假日酒店 豪华型 4.4分/5分,高级园景房(双床)[单... 双床 单早 1间2晚,海南航空 HU7243,经停,14:25-19:00,深圳航空 ZH9684,经停,15:05-19:55
3843,上海,武汉,1102,338,上海-武汉3天2晚 | 入住武汉嘉年华时尚酒店 + 东方航空/南方航空往返机票,武汉嘉年华时尚酒店 舒适型 4.3分/5分,情侣大圆床（无窗）-今... 大床 双早 1间2晚,东方航空 MU2512,直飞,20:00-21:55,南方航空 CZ6171,直飞,22:40-00:15
3844,广州,西安,1576,430,广州-西安3天2晚 | 入住西安东方大酒店 + 东方航空/深圳航空往返机票,西安东方大酒店 4.1分/5分,标准间 大/双床 不含早 1间2晚,东方航空 MU2304,直飞,23:10-01:45,深圳航空 ZH9226,直飞,22:00-00:40
3845,天津,厦门,1496,436,天津-厦门3天2晚 | 入住厦门佐海宾馆 + 山东航空/天津航空往返机票,厦门佐海宾馆 舒适型 4.0分/5分,豪华房 大/双床 不含早 1间2晚,山东航空 SC4802,直飞,21:05-23:50,天津航空 GS7818,经停,13:25-17:50
3846,大连,哈尔滨,1230,,大连-哈尔滨3天2晚 | 入住哈尔滨喜佳商务宾馆百年城区巴洛克店 + 东方航空往...,哈尔滨喜佳商务宾馆百年城区巴洛克店 舒适型 4.6分/5分,精致大床房 大床 不含早 1间2晚,东方航空 MU5611,直飞,17:15-18:50,东方航空 MU5612,直飞,19:35-21:15
3847,上海,神农架,1549,388,上海-神农架3天2晚 | 入住神农架康帝君兰酒店 + 东方航空/南方航空往返机票,神农架康帝君兰酒店 豪华型 4.6分/5分,高级双人房(双床) 双床 双早 1间2晚,东方航空 MU5371,直飞,07:15-09:25,南方航空 CZ6171,直飞,22:40-00:15
3848,重庆,大连,2037,520,重庆-大连3天2晚 | 入住大连黄河大酒店 + 南方航空/深圳航空往返机票,大连黄河大酒店 高档型 4.2分/5分,特色主题房（无窗）(大... 大床 不含早 1间2晚,南方航空 CZ6580,经停,13:15-17:50,深圳航空 ZH9468,经停,15:20-21:05
3849,武汉,沈阳,1523,416,武汉-沈阳3天2晚 | 入住沈阳1995青年旅舍 + 东方航空往返机票,沈阳1995青年旅舍 经济型 0.0分/5分,大床房 大床 不含早 1间2晚,东方航空 MU2545,经停,07:55-11:55,东方航空 MU2546,经停,12:50-17:25
3850,武汉,大连,1347,402,武汉-大连3天2晚 | 入住大连安盛商务酒店 + 祥鹏航空/首都航空往返机票,大连安盛商务酒店 舒适型 4.5分/5分,标准双人房(双人入住)... 双床 双早 1间2晚,祥鹏航空 8L9891,直飞,13:15-15:45,首都航空 JD5356,直飞,14:40-17:05
3851,广州,大连,2040,514,广州-大连3天2晚 | 入住大连和润东方酒店 + 海南航空/深圳航空往返机票,大连和润东方酒店 高档型 4.8分/5分,豪华双床房 双床 不含早 1间2晚,海南航空 HU7243,经停,14:25-19:00,深圳航空 ZH9684,经停,15:05-19:55
3852,沈阳,珠海,2522,672,沈阳-珠海3天2晚 | 入住珠海堃腾酒店 + 深圳航空/春秋航空往返机票,珠海堃腾酒店 3.9分/5分,标准大床房[无早] 大床 不含早 1间2晚,深圳航空 ZH9715,经停,08:45-14:30,春秋航空 9C8750,直飞,19:15-23:00
3853,宁波,哈尔滨,2790,654,宁波-哈尔滨3天2晚 | 入住全季酒店哈尔滨友谊路店 + 南方航空/东方航空往返...,全季酒店哈尔滨友谊路店 舒适型 4.4分/5分,高级大床房(内宾)(提... 大床 不含早 1间2晚,南方航空 CZ6212,直飞,13:25-16:35,东方航空 MU5647,直飞,06:50-09:55
3854,沈阳,青岛,913,328,沈阳-青岛3天2晚 | 入住胶州世纪大酒店 + 青岛航/南方航空往返机票,胶州世纪大酒店 3.9分/5分,特惠普通标间[单早](... 双床 单早 1间2晚,青岛航 QW9780,直飞,22:35-00:10,南方航空 CZ6568,直飞,20:55-22:35
3855,武汉,西安,1121,336,武汉-西安3天2晚 | 入住西安海升酒店 + 东方航空往返机票,西安海升酒店 高档型 4.6分/5分,豪华客房(大床)(限时... 大床 不含早 1间2晚,东方航空 MU2194,直飞,21:50-23:30,东方航空 MU2462,直飞,19:35-21:20
3856,济南,武汉,1739,420,济南-武汉3天2晚 | 入住武汉盛捷武胜服务公寓 + 山东航空往返机票,武汉盛捷武胜服务公寓 高档型 4.7分/5分,豪华大床房 大床 不含早 1间2晚,山东航空 SC4933,直飞,14:35-16:20,山东航空 SC4934,直飞,23:05-00:40
3857,青岛,桂林,1491,428,青岛-桂林3天2晚 | 入住桂林芳华酒店桂林火车北高铁站店 + 青岛航往返机票,桂林芳华酒店桂林火车北高铁站店 舒适型 4.2分/5分,商务标间(预付)(双床) 双床 不含早 1间2晚,青岛航 QW9785,直飞,06:45-09:40,青岛航 QW9786,直飞,16:30-19:15
3858,北京,杭州,1204,378,北京-杭州3天2晚 | 入住Zhotels智尚酒店杭州西湖黄龙店 + 海南航空/...,Zhotels智尚酒店杭州西湖黄龙店 舒适型 4.4分/5分,特惠双床房 双床 不含早 1间2晚,海南航空 HU7677,直飞,22:25-00:45,南方航空 CZ6164,直飞,22:15-00:35
3859,北京,昆明,1388,382,北京-昆明3天2晚 | 入住昆明三元宾馆 + 东方航空/四川航空往返机票,昆明三元宾馆 舒适型 3.4分/5分,商务间(内宾)(大床) 大床 不含早 1间2晚,东方航空 MU5706,直飞,18:40-22:15,四川航空 3U8724,直飞,21:50-01:15
3860,武汉,杭州,1551,345,武汉-杭州3天2晚 | 入住杭州五洋假日酒店 + 东方航空/河北航空往返机票,杭州五洋假日酒店 高档型 4.3分/5分,雅致双床房(预付)[含... 双床 双早 1间2晚,东方航空 MU5584,直飞,23:45-01:15,河北航空 NS8461,直飞,13:20-14:55
3861,西安,桂林,912,332,西安-桂林3天2晚 | 入住桂林金喜大酒店 + 中国国航/天津航空往返机票,桂林金喜大酒店 经济型 4.4分/5分,双人房A-【手机专享】... 双床 不含早 1间2晚,中国国航 CA1225,直飞,18:40-20:50,天津航空 GS7676,直飞,21:35-23:20
3862,南京,本溪,1255,410,南京-本溪3天2晚 | 入住本溪北营宾馆 + 厦门航空/吉祥航空往返机票,本溪北营宾馆 0.0分/5分,标准间(限时特惠)(双... 双床 双早 1间2晚,厦门航空 MF8061,直飞,15:10-17:30,吉祥航空 HO1676,直飞,18:10-20:30
3863,厦门,哈尔滨,2473,668,厦门-哈尔滨3天2晚 | 入住哈尔滨东龙大酒店 + 海南航空/厦门航空往返机票,哈尔滨东龙大酒店 4.4分/5分,经济标间（无独立卫浴）... 双床 双早 1间2晚,海南航空 HU7351,经停,07:15-12:55,厦门航空 MF8052,经停,18:10-23:30
3864,天津,大理,2420,606,天津-大理3天2晚 | 入住Q居大理古城寻一处客栈 + 东方航空往返机票,Q居大理古城寻一处客栈 经济型 4.9分/5分,一楼特惠标准间-【Q居... 双床 不含早 1间2晚,东方航空 MU5948,直飞,13:55-17:10,东方航空 MU5947,直飞,09:30-12:40
3865,南京,桂林,963,328,南京-桂林3天2晚 | 入住Q居桂林拿铁酒店火车站店 + 东方航空往返机票,Q居桂林拿铁酒店火车站店 舒适型 4.5分/5分,普通大床房-【Q居特惠】 大床 不含早 1间2晚,东方航空 MU2737,直飞,21:00-23:05,东方航空 MU2738,直飞,23:50-01:50
3866,大连,哈尔滨,1317,392,大连-哈尔滨3天2晚 | 入住哈尔滨春天国际酒店 + 东方航空往返机票,哈尔滨春天国际酒店 舒适型 3.8分/5分,标准间(双床) 双床 双早 1间2晚,东方航空 MU5611,直飞,17:15-18:50,东方航空 MU5612,直飞,19:35-21:15
3867,杭州,西双版纳,1804,520,杭州-西双版纳3天2晚 | 入住西双版纳我的客栈告庄西双景店 + 长龙航空/首都...,西双版纳我的客栈告庄西双景店 舒适型 4.8分/5分,豪华观景标房(双床) 双床 双早 1间2晚,长龙航空 GJ8823,经停,13:55-18:55,首都航空 JD5788,直飞,21:40-00:50
3868,宁波,武汉,1350,370,宁波-武汉3天2晚 | 入住武汉莫度商旅精品酒店黄鹤楼店 + 南方航空/东方航空...,武汉莫度商旅精品酒店黄鹤楼店 经济型 0.0分/5分,商务标间(特惠标间)(... 双床 不含早 1间2晚,南方航空 CZ3441,直飞,16:10-17:50,东方航空 MU2473,直飞,13:15-14:40
3869,济南,沈阳,1061,326,济南-沈阳3天2晚 | 入住沈阳工会大厦 + 首都航空/山东航空往返机票,沈阳工会大厦 4.1分/5分,商务标准房(双床) 双床 单早 1间2晚,首都航空 JD5348,直飞,16:00-17:35,山东航空 SC1162,直飞,18:20-20:05
3870,成都,天津,1784,434,成都-天津3天2晚 | 入住天津空港格兰云天大酒店 + 天津航空/西藏航空往返机票,天津空港格兰云天大酒店 高档型 4.4分/5分,高级客房(限时抢订) 大/双床 不含早 1间2晚,天津航空 GS7888,直飞,23:15-01:50,西藏航空 TV9878,直飞,21:35-00:35
3871,上海,西安,1230,388,上海-西安3天2晚 | 入住西安易佰良品酒店 + 东方航空/南方航空往返机票,西安易佰良品酒店 舒适型 4.2分/5分,内景房（无窗） 其他 不含早 1间2晚,东方航空 MU2160,直飞,15:30-18:15,南方航空 CZ3336,直飞,11:05-13:25
3872,深圳,三亚,1298,326,深圳-三亚3天2晚 | 入住三亚万嘉戴斯度假酒店 + 海南航空/深圳航空往返机票,三亚万嘉戴斯度假酒店 高档型 4.4分/5分,豪华房(畅游海南) 大/双床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05
3873,天津,哈尔滨,1158,348,天津-哈尔滨3天2晚 | 入住哈尔滨北大荒桦语精品酒店巴洛克店 + 奥凯航空/福...,哈尔滨北大荒桦语精品酒店巴洛克店 舒适型 4.8分/5分,特惠大床房（无窗）[无... 大床 不含早 1间2晚,奥凯航空 BK2918,直飞,21:10-23:25,福州 FU6556,直飞,11:35-13:45
3874,厦门,珠海,1681,486,厦门-珠海3天2晚 | 入住珠海市荣丰酒店 + 山东航空往返机票,珠海市荣丰酒店 高档型 4.1分/5分,特色大床房（无窗）[无... 大床 不含早 1间2晚,山东航空 SC8817,直飞,19:25-20:55,山东航空 SC8818,直飞,20:55-22:15
3875,深圳,沈阳,2178,560,深圳-沈阳3天2晚 | 入住沈阳龙江宾馆 + 深圳航空/厦门航空往返机票,沈阳龙江宾馆 舒适型 4.3分/5分,标准双床房-奥运特惠（... 双床 不含早 1间2晚,深圳航空 ZH9609,经停,17:10-22:25,厦门航空 MF8070,经停,15:25-21:20
3876,西安,张家界,918,344,西安-张家界3天2晚 | 入住张家界庸城净地人文客栈 + 首都航空往返机票,张家界庸城净地人文客栈 舒适型 4.8分/5分,欧式豪华双床房(不含早... 双床 不含早 1间2晚,首都航空 JD5107,直飞,20:20-21:45,首都航空 JD5108,直飞,22:45-00:15
3877,广州,神农架,1170,344,广州-神农架3天2晚 | 入住神农架花园大酒店 + 南方航空/东方航空往返机票,神农架花园大酒店 舒适型 3.8分/5分,豪华标间(双床) 双床 不含早 1间2晚,南方航空 CZ3367,直飞,22:05-23:55,东方航空 MU2548,直飞,22:45-00:35
3878,武汉,重庆,870,324,武汉-重庆3天2晚 | 入住重庆伊之恋主题酒店 + 华夏航空/东方航空往返机票,重庆伊之恋主题酒店 舒适型 0.0分/5分,8888(双床) 双床 不含早 1间2晚,华夏航空 G52910,经停,17:55-00:25,东方航空 MU2540,直飞,23:10-00:35
3879,北京,乌鲁木齐,2351,600,北京-乌鲁木齐3天2晚 | 入住乌鲁木齐东方王朝酒店 + 四川航空/中国国航往返...,乌鲁木齐东方王朝酒店 4.4分/5分,行政双人间(限时促销)... 双床 不含早 1间2晚,四川航空 3U8209,经停,07:55-14:00,中国国航 CA1292,直飞,21:10-00:45
3880,上海,神农架,1226,326,上海-神农架3天2晚 | 入住神农架神农山庄 + 东方航空/吉祥航空往返机票,神农架神农山庄 4.3分/5分,普通标间-神农山庄紫霞... 双床 含早 1间2晚,东方航空 MU2512,直飞,20:00-21:55,吉祥航空 HO1074,直飞,19:20-21:05
3881,南京,西安,921,334,南京-西安3天2晚 | 入住西安东方大酒店 + 吉祥航空/深圳航空往返机票,西安东方大酒店 4.1分/5分,标准间 大/双床 不含早 1间2晚,吉祥航空 HO1687,直飞,21:30-23:30,深圳航空 ZH9584,直飞,22:45-00:50
3882,沈阳,武汉,1570,432,沈阳-武汉3天2晚 | 入住武汉兆瑞国际大酒店 + 南方航空往返机票,武汉兆瑞国际大酒店 豪华型 4.3分/5分,商务大床房 大床 不含早 1间2晚,南方航空 CZ6762,直飞,16:45-19:35,南方航空 CZ6304,直飞,23:05-01:45
3883,深圳,神农架,1878,486,深圳-神农架3天2晚 | 入住神农架祥云楼森林酒店 + 南方航空/东方航空往返机票,神农架祥云楼森林酒店 舒适型 4.1分/5分,主题标准间-双早特惠 大/双床 双早 1间2晚,南方航空 CZ6304,直飞,20:15-22:05,东方航空 MU2477,直飞,08:00-09:45
3884,北京,哈尔滨,1426,360,北京-哈尔滨3天2晚 | 入住睿柏·云酒店哈尔滨东尚睿春店 + 南方航空/大新华...,睿柏·云酒店哈尔滨东尚睿春店 舒适型 4.7分/5分,高级大床房[单早] 大床 单早 1间2晚,南方航空 CZ6202,直飞,22:20-00:20,大新华航空 CN7150,直飞,22:50-00:55
